序号,接口表名,数据类别,id,biz_unique_id,catalog_id,catalog_name,data_name,dept_name,description,service_type,create_time,update_time,data_time,del_status,valid_status,sample_data_json,visit_count,data_source,favorited,key_advantages,来源接口
118,LAB_DATA,数字资源-联合实验室数据,98,1504414978706460672,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",信号灯电源井盖,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:38,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
119,LAB_DATA,数字资源-联合实验室数据,99,1504414978622574592,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",2024年新交付住宅项目,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:38,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
120,LAB_DATA,数字资源-联合实验室数据,100,1504414978538688512,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",不明井盖,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:38,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
121,LAB_DATA,数字资源-联合实验室数据,101,1504414978454802432,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",全市小区（物业项目信息）图层,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:38,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
122,LAB_DATA,数字资源-联合实验室数据,102,1504414978358333440,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",公交井盖,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:38,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
123,LAB_DATA,数字资源-联合实验室数据,103,1504414978274447360,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",房屋基础数据,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:38,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
124,LAB_DATA,数字资源-联合实验室数据,104,1504414978186366976,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",电缆井盖,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:37,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
125,LAB_DATA,数字资源-联合实验室数据,105,1504414978106675200,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",工程建设监理企业资质信息,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:37,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
126,LAB_DATA,数字资源-联合实验室数据,106,1504414978026983424,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",园林井盖,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:37,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
127,LAB_DATA,数字资源-联合实验室数据,107,1504414977947291648,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",水质监测站,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:37,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
128,LAB_DATA,数字资源-联合实验室数据,108,1504414977871794176,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",雨量监测站,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:37,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
129,LAB_DATA,数字资源-联合实验室数据,109,1504414977796296704,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",积水监测点,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:37,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
130,LAB_DATA,数字资源-联合实验室数据,110,1504414977720799232,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",雨水管渠线,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:37,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
131,LAB_DATA,数字资源-联合实验室数据,111,1504414977645301760,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",大中型水闸,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:37,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
132,LAB_DATA,数字资源-联合实验室数据,112,1504414977569804288,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",二级流域,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:37,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
133,LAB_DATA,数字资源-联合实验室数据,113,1504414977469140992,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",零级流域,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:36,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
134,LAB_DATA,数字资源-联合实验室数据,114,1504414977393643520,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",不明立杆,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:36,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
135,LAB_DATA,数字资源-联合实验室数据,115,1504414977318146048,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",河流,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:36,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
136,LAB_DATA,数字资源-联合实验室数据,116,1504414977242648576,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",电力立杆,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:36,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
137,LAB_DATA,数字资源-联合实验室数据,117,1504414977167151104,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",危险货物运输企业,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:36,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
138,LAB_DATA,数字资源-联合实验室数据,118,1504414977091653632,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",通信交接箱,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:36,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
139,LAB_DATA,数字资源-联合实验室数据,3,1504414977011961856,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",轨道交通线路,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:36,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
140,LAB_DATA,数字资源-联合实验室数据,119,1504414976932270080,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",水井,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:34,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
141,LAB_DATA,数字资源-联合实验室数据,120,1504414976856772608,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",主干路,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:34,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
142,LAB_DATA,数字资源-联合实验室数据,121,1504414976768692224,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",特殊立杆,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:34,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
143,LAB_DATA,数字资源-联合实验室数据,122,1504414976684806144,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",公园管理边界,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:34,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
144,LAB_DATA,数字资源-联合实验室数据,123,1504414976596725760,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",A级景区信息,空间图实验室,,DATA,2026/6/5 18:31,2026/8/11 13:44,2026/5/14 11:33,0,0,,1,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
145,LAB_DATA,数字资源-联合实验室数据,124,1504414976504451072,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",画廊,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:33,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
146,LAB_DATA,数字资源-联合实验室数据,125,1504414976399593472,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",艺术馆,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:33,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
147,LAB_DATA,数字资源-联合实验室数据,126,1504414976319901696,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",文化站,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:33,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
148,LAB_DATA,数字资源-联合实验室数据,127,1504414985748697088,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",企业信息,空间图实验室,,DATA,2026/6/5 18:31,2026/8/6 18:37,2026/5/14 11:33,0,0,,1,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
149,LAB_DATA,数字资源-联合实验室数据,129,1504414976236015616,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",美术馆,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:33,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
150,LAB_DATA,数字资源-联合实验室数据,128,1504414985815805952,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",人民调解组织信息,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:33,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
151,LAB_DATA,数字资源-联合实验室数据,130,1504414985891303424,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",果皮箱,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:33,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
152,LAB_DATA,数字资源-联合实验室数据,131,1504414976156323840,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",公益性文化馆,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:33,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
153,LAB_DATA,数字资源-联合实验室数据,132,1504414976080826368,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",公益性图书馆,空间图实验室,,DATA,2026/6/5 18:31,2026/7/15 16:16,2026/5/14 11:33,0,0,,1,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
154,LAB_DATA,数字资源-联合实验室数据,133,1504414976009523200,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",拍卖经营批准证书信息,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:33,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
155,LAB_DATA,数字资源-联合实验室数据,134,1504414975938220032,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",休闲垂钓园,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:33,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
156,LAB_DATA,数字资源-联合实验室数据,135,1504414985966800896,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",居民地,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:33,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
157,LAB_DATA,数字资源-联合实验室数据,136,1504414975866916864,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",北京市兽药经营企业名录,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:33,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
158,LAB_DATA,数字资源-联合实验室数据,137,1504414975795613696,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",旅游咨询服务站,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:32,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
159,LAB_DATA,数字资源-联合实验室数据,138,1504414975715921920,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",旅行社,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:32,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
160,LAB_DATA,数字资源-联合实验室数据,139,1504414975644618752,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",星级饭店,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:32,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
161,LAB_DATA,数字资源-联合实验室数据,140,1504414975569121280,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",宾馆旅店,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:32,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
162,LAB_DATA,数字资源-联合实验室数据,141,1504414975497818112,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",内部路,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:32,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
163,LAB_DATA,数字资源-联合实验室数据,142,1504414975422320640,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",机耕路,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:32,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
164,LAB_DATA,数字资源-联合实验室数据,143,1504414975351017472,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",绿地,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:32,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
165,LAB_DATA,数字资源-联合实验室数据,144,1504414975279714304,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",水系,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:32,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
166,LAB_DATA,数字资源-联合实验室数据,145,1504414975200022528,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",应急避难场所,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:31,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
167,LAB_DATA,数字资源-联合实验室数据,146,1504414975120330752,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",河流,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:31,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
168,LAB_DATA,数字资源-联合实验室数据,147,1504414975040638976,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",村内安置点,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:31,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
169,LAB_DATA,数字资源-联合实验室数据,148,1504414974969335808,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",感知设施,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:31,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
170,LAB_DATA,数字资源-联合实验室数据,149,1504414974898032640,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",村庄安置点,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:31,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
171,LAB_DATA,数字资源-联合实验室数据,150,1504414974826729472,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",防汛设施,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:31,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
172,LAB_DATA,数字资源-联合实验室数据,151,1504414974755426304,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",道路交通信号灯,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:31,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
173,LAB_DATA,数字资源-联合实验室数据,152,1504414974679928832,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",停车场,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:31,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
174,LAB_DATA,数字资源-联合实验室数据,153,1504414974612819968,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",道路绿化,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:30,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
175,LAB_DATA,数字资源-联合实验室数据,154,1504414974537322496,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",码头,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:30,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
176,LAB_DATA,数字资源-联合实验室数据,155,1504414974466019328,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",救助引导牌,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:30,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
177,LAB_DATA,数字资源-联合实验室数据,156,1504414974394716160,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",景观灯,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:30,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
178,LAB_DATA,数字资源-联合实验室数据,157,1504414974319218688,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",化粪池井盖,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:30,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
179,LAB_DATA,数字资源-联合实验室数据,158,1504414974243721216,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",公安井盖,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:30,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
180,LAB_DATA,数字资源-联合实验室数据,159,1504414974168223744,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",网络井盖,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:30,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
181,LAB_DATA,数字资源-联合实验室数据,160,1504414974092726272,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",路灯井盖,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:30,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
182,LAB_DATA,数字资源-联合实验室数据,161,1504414974017228800,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",户外健身设施,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:29,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
183,LAB_DATA,数字资源-联合实验室数据,162,1504414973941731328,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",信息亭,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:29,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
184,LAB_DATA,数字资源-联合实验室数据,163,1504414973870428160,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",标识牌,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:29,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
185,LAB_DATA,数字资源-联合实验室数据,164,1504414973799124992,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",报刊亭,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:29,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
186,LAB_DATA,数字资源-联合实验室数据,165,1504414973723627520,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",邮筒（箱）,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:29,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
187,LAB_DATA,数字资源-联合实验室数据,166,1504414973639741440,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",路灯,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:29,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
188,LAB_DATA,数字资源-联合实验室数据,167,1504414973564243968,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",工业仓储建筑,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:29,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
189,LAB_DATA,数字资源-联合实验室数据,4,1504414973484552192,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",自动售货机,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:29,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
190,LAB_DATA,数字资源-联合实验室数据,168,1504414973409054720,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",居住建筑,空间图实验室,,DATA,2026/6/5 18:31,2026/8/13 18:45,2026/5/14 11:29,0,0,,2,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
191,LAB_DATA,数字资源-联合实验室数据,169,1504414973329362944,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",邮筒,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:28,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
192,LAB_DATA,数字资源-联合实验室数据,170,1504414973249671168,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",公共建筑,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:28,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
193,LAB_DATA,数字资源-联合实验室数据,171,1504414973165785088,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",输油（气）标志,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:28,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
194,LAB_DATA,数字资源-联合实验室数据,172,1504414973081899008,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",农业温室,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:28,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
195,LAB_DATA,数字资源-联合实验室数据,173,1504414973006401536,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",售货亭,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:28,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
196,LAB_DATA,数字资源-联合实验室数据,174,1504414972930904064,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",消防队站,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:28,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
197,LAB_DATA,数字资源-联合实验室数据,175,1504414972851212288,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",电话亭,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:28,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
198,LAB_DATA,数字资源-联合实验室数据,176,1504414972767326208,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",气象监测站点,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:28,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
199,LAB_DATA,数字资源-联合实验室数据,177,1504414972679245824,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",地灯,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:28,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
