序号,接口表名,数据类别,id,biz_unique_id,catalog_id,catalog_name,data_name,dept_name,description,service_type,create_time,update_time,data_time,del_status,valid_status,sample_data_json,visit_count,data_source,favorited,key_advantages,来源接口
280,LAB_DATA,数字资源-联合实验室数据,353,1502762880185094144,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",历史名园用户出现量,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:45,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
281,LAB_DATA,数字资源-联合实验室数据,393,1502762880248008704,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",活跃用户BI年龄段,信令联合实验室,,DATA,2026/6/5 18:31,2026/7/22 10:10,2026/5/11 11:45,0,0,,1,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
282,LAB_DATA,数字资源-联合实验室数据,354,1502762880310923264,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",市民在京分区游,信令联合实验室,,DATA,2026/6/5 18:31,2026/8/30 15:26,2026/5/11 11:45,0,0,,1,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
283,LAB_DATA,数字资源-联合实验室数据,394,1502762880382226432,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",活跃用户BI性别,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:45,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
284,LAB_DATA,数字资源-联合实验室数据,355,1502762880445140992,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",外省前一日来京用户来源地,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:44,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
285,LAB_DATA,数字资源-联合实验室数据,395,1502762880516444160,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",历史名园用户出现量BI籍贯归属地,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:44,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
286,LAB_DATA,数字资源-联合实验室数据,396,1502762880587747328,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",历史名园用户出现量BI年龄段,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:44,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
287,LAB_DATA,数字资源-联合实验室数据,356,1502762880659050496,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",历史名园用户出现量归属地,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:44,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
288,LAB_DATA,数字资源-联合实验室数据,357,1502762880726159360,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",历史名园瞬时人流量籍贯地,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:44,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
289,LAB_DATA,数字资源-联合实验室数据,397,1502762880793268224,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",历史名园瞬时人流量年龄段,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:44,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
290,LAB_DATA,数字资源-联合实验室数据,398,1502762880860377088,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",历史名园区域出现量BI性别,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:44,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
291,LAB_DATA,数字资源-联合实验室数据,399,1502762880923291648,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",历史名园瞬时人流量,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:44,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
292,LAB_DATA,数字资源-联合实验室数据,400,1502762880986206208,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",历史名园瞬时流入流出用户,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:44,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
293,LAB_DATA,数字资源-联合实验室数据,401,1502762881053315072,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",历史名园瞬时人流量性别,信令联合实验室,,DATA,2026/6/5 18:31,2026/7/2 10:11,2026/5/11 11:44,0,0,,1,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
294,LAB_DATA,数字资源-联合实验室数据,402,1502762881116229632,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",历史名园瞬时归属地人流量,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:43,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
295,LAB_DATA,数字资源-联合实验室数据,403,1502762881183338496,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",历史名园瞬时流入流出用户性别,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:43,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
296,LAB_DATA,数字资源-联合实验室数据,404,1502762881250447360,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",历史名园瞬时流入流出用户归属,信令联合实验室,,DATA,2026/6/5 18:31,2026/7/15 20:38,2026/5/11 11:43,0,0,,1,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
297,LAB_DATA,数字资源-联合实验室数据,405,1502762881317556224,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",历史名园瞬时流入流出用户籍贯地,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:41,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
298,LAB_DATA,数字资源-联合实验室数据,406,1502762881376276480,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",历史名园瞬时流入流出用户年龄段,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:41,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
299,LAB_DATA,数字资源-联合实验室数据,407,1502762881443385344,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",历史名园游客出现量,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:41,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
300,LAB_DATA,数字资源-联合实验室数据,408,1502762881506299904,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",历史名园游客出现量归属,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:41,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
301,LAB_DATA,数字资源-联合实验室数据,409,1502762881573408768,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",历史名园瞬时游客数,信令联合实验室,,DATA,2026/6/5 18:31,2026/7/14 15:47,2026/5/11 11:41,0,0,,1,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
302,LAB_DATA,数字资源-联合实验室数据,410,1502762881636323328,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",历史名园瞬时游客归属,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:41,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
303,LAB_DATA,数字资源-联合实验室数据,411,1502762881699237888,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",历史名园日活跃用户,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:41,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
304,LAB_DATA,数字资源-联合实验室数据,412,1502762881774735360,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",历史名园日活跃用户籍贯地,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:41,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
305,LAB_DATA,数字资源-联合实验室数据,413,1502762881837649920,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",融合消费型商圈日游客归属境外,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:41,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
306,LAB_DATA,数字资源-联合实验室数据,414,1502762881908953088,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",生态公园区域出现量BI籍贯归属地,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:41,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
307,LAB_DATA,数字资源-联合实验室数据,415,1502762881980256256,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",瞬时流入流出用户来源地,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:41,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
308,LAB_DATA,数字资源-联合实验室数据,358,1502762882047365120,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",重点铁路枢纽瞬时人流量,信令联合实验室,,DATA,2026/6/5 18:31,2026/7/22 10:10,2026/5/11 11:40,0,0,,2,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
309,LAB_DATA,数字资源-联合实验室数据,416,1502762882114473984,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",生态公园区域出现量BI年龄段,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:40,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
310,LAB_DATA,数字资源-联合实验室数据,417,1502762882177388544,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",区域出现量用户,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:40,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
311,LAB_DATA,数字资源-联合实验室数据,418,1502762882244497408,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",融合消费型商圈日游客归属本地,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:40,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
312,LAB_DATA,数字资源-联合实验室数据,419,1502762882315800576,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",生态公园区域出现量,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:40,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
313,LAB_DATA,数字资源-联合实验室数据,420,1502762882387103744,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",瞬时流出用户年龄段,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:40,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
314,LAB_DATA,数字资源-联合实验室数据,421,1502762882454212608,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",融合消费型商圈日游客归属外省,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:40,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
315,LAB_DATA,数字资源-联合实验室数据,422,1502762882525515776,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",生态公园区域归属地出现量,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:40,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
316,LAB_DATA,数字资源-联合实验室数据,423,1502762882596818944,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",瞬时流出用户性别,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:40,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
317,LAB_DATA,数字资源-联合实验室数据,424,1502762882672316416,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",生态公园区域出现量BI性别,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:40,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
318,LAB_DATA,数字资源-联合实验室数据,425,1502762882743619584,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",区域归属地出现量,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:39,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
319,LAB_DATA,数字资源-联合实验室数据,426,1502762882819117056,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",区域出现量籍贯归属,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:39,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
320,LAB_DATA,数字资源-联合实验室数据,359,1502762882886225920,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",重点铁路枢纽瞬时人流量籍贯地分布,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:39,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
321,LAB_DATA,数字资源-联合实验室数据,427,1502762882957529088,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",生态公园瞬时人流量,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:39,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
322,LAB_DATA,数字资源-联合实验室数据,428,1502762883033026560,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",重点铁路枢纽瞬时人流量年龄段,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:39,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
323,LAB_DATA,数字资源-联合实验室数据,429,1502762883108524032,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",生态公园瞬时人流量籍贯地,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:39,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
324,LAB_DATA,数字资源-联合实验室数据,430,1502762883184021504,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",区域出现量年龄段,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:39,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
325,LAB_DATA,数字资源-联合实验室数据,431,1502762883255324672,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",重点铁路枢纽瞬时人流量号码归属地,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:39,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
326,LAB_DATA,数字资源-联合实验室数据,432,1502762883326627840,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",重点铁路枢纽瞬时流入用户归属地,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:39,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
327,LAB_DATA,数字资源-联合实验室数据,433,1502762883393736704,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",生态公园瞬时归属地人流量,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:39,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
328,LAB_DATA,数字资源-联合实验室数据,434,1502762883465039872,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",日活跃用户量,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:39,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
329,LAB_DATA,数字资源-联合实验室数据,435,1502762883532148736,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",重点铁路枢纽瞬时流入用户籍贯地分布,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:39,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
330,LAB_DATA,数字资源-联合实验室数据,436,1502762883616034816,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",生态公园瞬时流入流出,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:38,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
331,LAB_DATA,数字资源-联合实验室数据,437,1502762883691532288,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",活跃用户号码归属分布,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:38,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
332,LAB_DATA,数字资源-联合实验室数据,438,1502762883762835456,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",重点铁路枢纽瞬时人流量性别,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:38,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
333,LAB_DATA,数字资源-联合实验室数据,439,1502762883825750016,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",生态公园瞬时人流量年龄段,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:38,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
334,LAB_DATA,数字资源-联合实验室数据,440,1502762883897053184,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",区域出现量性别,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:38,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
335,LAB_DATA,数字资源-联合实验室数据,441,1502762883968356352,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",重点铁路枢纽瞬时流入用户,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:38,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
336,LAB_DATA,数字资源-联合实验室数据,442,1502762884039659520,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",生态公园瞬时人流量性别,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:38,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
337,LAB_DATA,数字资源-联合实验室数据,443,1502762884106768384,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",瞬时网格人流量（百米网格）,信令联合实验室,,DATA,2026/6/5 18:31,2026/7/2 10:18,2026/5/11 11:28,0,0,,1,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
338,LAB_DATA,数字资源-联合实验室数据,444,1502762884173877248,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",重点铁路枢纽瞬时流出用户,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:28,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
339,LAB_DATA,数字资源-联合实验室数据,445,1502762884236791808,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",生态公园瞬时流入流出性别,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:28,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
340,LAB_DATA,数字资源-联合实验室数据,446,1502762884303900672,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",活跃用户性别,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:28,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
341,LAB_DATA,数字资源-联合实验室数据,447,1502762884371009536,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",生态公园瞬时流入流出归属,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:28,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
342,LAB_DATA,数字资源-联合实验室数据,448,1502762884438118400,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",区域停留时长,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:27,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
343,LAB_DATA,数字资源-联合实验室数据,449,1502762884505227264,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",重点铁路枢纽瞬时流入用户年龄段,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:27,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
344,LAB_DATA,数字资源-联合实验室数据,450,1502762884568141824,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",生态公园瞬时流入流出籍贯地,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:27,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
345,LAB_DATA,数字资源-联合实验室数据,451,1502762884631056384,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",活跃用户籍贯地分布,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:27,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
346,LAB_DATA,数字资源-联合实验室数据,452,1502762884698165248,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",重点铁路枢纽瞬时流入用户性别,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:27,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
347,LAB_DATA,数字资源-联合实验室数据,453,1502762884761079808,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",生态公园瞬时流入流出年龄段,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:27,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
348,LAB_DATA,数字资源-联合实验室数据,454,1502762884823994368,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",活跃用户年龄段,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:27,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
349,LAB_DATA,数字资源-联合实验室数据,455,1502762884895297536,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",区域停留时长归属地分布,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:27,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
350,LAB_DATA,数字资源-联合实验室数据,456,1502762884966600704,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",重点铁路枢纽瞬时流出用户年龄段,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:27,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
351,LAB_DATA,数字资源-联合实验室数据,457,1502762885029515264,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",生态公园瞬时游客归属,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:27,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
352,LAB_DATA,数字资源-联合实验室数据,458,1502762885092429824,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",区域停留时长籍贯地,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:27,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
353,LAB_DATA,数字资源-联合实验室数据,459,1502762885163732992,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",重点铁路枢纽瞬时流出用户性别,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:26,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
354,LAB_DATA,数字资源-联合实验室数据,460,1502762885230841856,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",生态公园游客出现量,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:26,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
355,LAB_DATA,数字资源-联合实验室数据,461,1502762885302145024,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",区域停留时长年龄段,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:26,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
356,LAB_DATA,数字资源-联合实验室数据,462,1502762885369253888,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",重点铁路枢纽瞬时流出用户归属地,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:26,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
357,LAB_DATA,数字资源-联合实验室数据,463,1502762885436362752,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",重点铁路枢纽瞬时流出用户籍贯地分布,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:26,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
358,LAB_DATA,数字资源-联合实验室数据,464,1502762885499277312,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",生态公园瞬时游客数,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:26,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
